#x,y,yerr,mask
55746.308,3.349,0.04708,False
55746.319,3.268,0.0326,True
55747.321,3.561,0.07743,False
55752.285,3.479,0.09167,False
55752.297,3.447,0.06978,False
55753.312,3.35,0.05407,False
55761.309,3.352,0.04684,False
55761.323,3.457,0.07043,False
55968.575,3.209,0.07267,False
55970.653,3.236,0.08985,False
55970.657,3.248,0.07295,False
55971.653,3.302,0.1086,False
55979.65,3.343,0.06025,False
55981.615,3.283,0.03431,False
55981.626,3.301,0.0432,False
56000.545,3.099,0.04005,False
56000.559,3.067,0.04056,False
56001.62,3.38,0.0597,False
56004.622,3.525,0.0976,False
56006.553,3.228,0.02887,False
56006.565,3.305,0.04207,False
56014.595,3.262,0.04432,False
56014.608,3.464,0.07376,False
56015.573,3.168,0.06461,False
56019.593,3.281,0.06627,False
56027.482,3.323,0.06109,False
56029.551,3.164,0.05238,False
56029.56,3.193,0.04789,False
56030.535,3.086,0.06976,False
56032.576,3.268,0.033,False
56032.588,3.21,0.04824,False
56033.548,3.826,0.07407,True
56038.384,3.091,0.06968,False
56040.473,3.254,0.03679,False
56040.486,3.311,0.0432,False
56041.472,3.086,0.06478,False
56046.519,3.235,0.06226,False
56046.531,3.282,0.05016,False
56048.424,3.165,0.059,False
56057.449,3.279,0.06861,False
56062.457,3.136,0.03059,False
56062.468,3.212,0.03831,False
56063.523,3.277,0.06734,False
56065.417,3.147,0.02775,False
56065.429,3.054,0.03401,False
56066.37,3.094,0.06219,False
56067.455,3.092,0.04021,False
56068.327,3.031,0.06879,False
56086.442,3.218,0.07397,False
56088.307,3.163,0.03303,False
56088.321,3.32,0.04878,False
56089.309,3.023,0.06749,False
56091.298,3.139,0.04404,False
56092.305,3.076,0.06808,False
56094.33,3.132,0.02859,False
56094.341,3.132,0.05954,False
56358.597,2.816,0.07032,False
56384.502,2.915,0.07823,False
56384.514,2.978,0.08054,False
56385.537,2.875,0.07102,False
56390.549,2.917,0.09474,False
56390.559,2.998,0.07155,False
56393.581,2.954,0.06619,False
56396.518,3.198,0.09419,False
56399.401,2.85,0.09016,False
56401.492,3.015,0.03595,False
56401.503,2.987,0.04354,False
56403.378,2.954,0.0661,False
56414.495,2.998,0.0621,False
56420.396,2.864,0.03097,False
56420.414,2.805,0.06014,False
56421.487,2.964,0.03599,False
56422.458,2.962,0.06677,False
56424.495,3.037,0.03325,False
56424.508,2.976,0.037,False
56427.425,3.036,0.03622,False
56427.439,3.004,0.04351,False
56432.443,2.864,0.05696,False
56443.422,2.954,0.0295,False
56443.435,3.032,0.06163,False
56444.449,3.018,0.06203,False
56447.332,2.948,0.06136,False
56450.351,3.117,0.04552,False
56450.363,3.224,0.08922,False
56451.338,3.032,0.04051,False
56458.323,2.922,0.06903,False
56460.325,2.912,0.0428,False
56460.338,2.932,0.04503,False
56462.307,2.731,0.05624,False
56470.389,2.976,0.06886,False
56473.303,3.017,0.07011,False
56475.305,2.901,0.02818,False
56476.317,2.92,0.07969,False
56478.31,2.884,0.03307,False
56478.322,3.011,0.03745,False
56479.311,2.781,0.06445,False
56486.305,2.891,0.02923,False
56486.318,2.963,0.05224,False
56487.322,2.928,0.05567,False
56489.304,2.902,0.05847,False
56491.297,2.784,0.06497,False
56508.279,2.968,0.06671,False
56508.301,2.894,0.04199,False
56660.209,2.933,0.09697,False
56664.513,3.051,0.1116,False
56669.5,3.005,0.1509,False
56671.536,2.831,0.03947,False
56672.496,2.917,0.07048,False
56673.484,2.773,0.09115,False
56674.484,2.833,0.06504,False
56675.432,2.791,0.07189,False
56677.499,2.876,0.04412,False
56678.508,2.852,0.07112,False
56680.399,2.869,0.05485,False
56683.421,2.849,0.05946,False
56683.48,2.854,0.08795,False
56685.462,2.917,0.03367,False
56686.426,2.89,0.05289,False
56686.473,2.806,0.09137,False
56696.778,2.995,0.08292,False
56701.479,2.919,0.04916,False
56702.425,3.031,0.06705,False
56703.452,2.901,0.09613,False
56705.485,3.006,0.05704,False
56706.395,2.997,0.04828,False
56707.388,2.935,0.0757,False
56712.482,2.986,0.08115,False
56712.523,2.902,0.1474,False
56713.426,3.688,0.3198,False
56715.388,3.048,0.08622,False
56715.553,3.084,0.08096,False
56715.595,3.083,0.134,False
56717.334,3.095,0.09253,False
56720.446,3.132,0.08319,False
56722.387,2.985,0.07877,False
56722.45,3.06,0.08715,False
56722.493,2.938,0.1655,False
56723.492,3.051,0.09766,False
56723.533,2.83,0.1595,False
56726.457,3.017,0.08298,False
56728.463,3.029,0.0321,False
56729.406,2.992,0.04726,False
56730.447,3.015,0.04071,False
56731.363,3.007,0.0539,False
56732.381,3.163,0.1036,False
56733.33,3.131,0.06666,False
56739.41,3.101,0.0872,False
56741.533,2.858,0.2156,False
56741.615,2.964,0.1287,False
56743.538,3.037,0.0676,False
56744.517,3.126,0.07959,False
56744.572,3.099,0.1587,False
56745.281,3.099,0.08098,False
56747.416,3.194,0.09885,False
56749.373,3.166,0.09217,False
56751.34,3.276,0.09059,False
56751.346,3.057,0.07825,False
56751.387,3.172,0.1306,False
56755.341,3.103,0.1039,False
56760.376,3.2,0.06844,False
56761.358,3.116,0.07358,False
56762.319,3.17,0.03257,False
56762.432,3.069,0.1029,False
56763.383,3.089,0.0553,False
56764.399,3.16,0.04712,False
56768.227,3.226,0.08658,False
56771.351,3.228,0.02621,False
56772.234,3.286,0.08642,False
56772.314,3.194,0.04433,False
56772.539,3.292,0.1259,False
56773.315,3.258,0.02984,False
56774.371,3.253,0.02849,False
56775.379,3.276,0.0864,False
56776.462,3.29,0.08729,False
56776.503,3.212,0.1443,False
56778.299,3.343,0.08298,False
56778.341,3.31,0.1519,False
56780.234,3.442,0.09292,False
56780.309,3.395,0.1082,False
56780.351,3.327,0.1574,False
56781.351,3.335,0.08854,False
56781.393,3.41,0.1673,False
56782.247,3.548,0.09642,False
56783.248,3.502,0.09748,False
56783.344,3.333,0.09578,False
56789.363,3.475,0.05347,False
56791.306,3.348,0.1048,False
56792.347,3.604,0.07856,False
56793.304,3.572,0.06769,False
56794.156,3.569,0.02607,False
56795.173,3.536,0.02667,False
56795.175,3.622,0.1096,False
56795.355,3.613,0.05718,False
56798.424,3.59,0.07644,False
56798.469,3.439,0.1623,False
56799.212,3.752,0.1017,False
56801.347,3.545,0.0969,False
56801.401,3.736,0.185,False
56803.465,3.687,0.1129,False
56804.187,3.811,0.1137,False
56805.412,3.645,0.09191,False
56805.456,3.765,0.1807,False
56807.292,3.557,0.107,False
56807.333,3.661,0.156,False
56808.259,3.74,0.1209,False
56809.458,3.571,0.08995,False
56811.435,3.61,0.07218,False
56811.478,3.527,0.1451,False
56813.227,3.513,0.1026,False
56817.384,3.539,0.02528,False
56818.37,3.576,0.03855,False
56819.331,3.526,0.06694,False
56821.31,3.555,0.06455,False
56825.186,3.654,0.1016,False
56829.211,3.696,0.1064,False
56831.318,3.566,0.07555,False
56831.36,4.132,0.1379,True
56833.21,3.741,0.1086,False
56833.327,3.565,0.08098,False
56833.378,3.574,0.1456,False
56835.321,3.617,0.0777,False
56835.363,3.696,0.1242,False
56837.189,3.695,0.1042,False
56837.323,3.597,0.08514,False
56837.374,3.768,0.1547,False
56838.258,3.561,0.02749,False
56839.242,3.611,0.0552,False
56839.315,3.682,0.09669,False
56839.358,3.826,0.1829,False
56840.273,3.584,0.026,False
56841.32,3.62,0.0973,False
56855.23,3.613,0.04486,False
56856.202,3.616,0.02878,False
57031.393,3.38,0.06229,False
57032.486,3.503,0.03871,False
57038.487,3.714,0.1352,False
57050.294,3.501,0.1188,False
57057.511,3.47,0.03317,False
57058.451,3.575,0.06127,False
57062.344,3.601,0.04618,False
57063.408,3.577,0.06629,False
57067.372,3.454,0.1133,False
57078.469,3.449,0.1101,False
57082.473,3.273,0.1053,False
57087.466,3.614,0.08225,False
57088.425,3.478,0.05712,False
57097.48,3.4,0.1351,False
57104.466,3.421,0.06414,False
57105.564,3.499,0.1104,False
57106.472,3.372,0.1111,False
57117.375,3.321,0.07454,False
57117.408,3.5,0.08402,False
57123.543,3.382,0.2884,False
57127.217,3.207,0.1162,False
57133.6,3.543,0.1413,False
57134.473,3.499,0.1279,False
57135.173,3.171,0.1135,False
57148.217,3.439,0.09075,False
57149.155,3.334,0.02934,False
57150.366,3.203,0.07508,False
57157.445,3.402,0.109,False
57157.493,3.432,0.2342,False
57159.165,3.368,0.128,False
57160.368,3.371,0.08086,False
57160.534,3.404,0.255,False
57166.165,3.321,0.1208,False
57166.33,3.39,0.1089,False
57170.306,3.46,0.06348,False
57170.389,3.325,0.02634,False
57171.296,3.389,0.05769,False
57185.171,3.403,0.1116,False
57185.463,3.474,0.1184,False
57191.431,3.6,0.1144,False
57194.411,3.595,0.09168,False
57195.598,3.474,0.1083,False
57211.209,3.458,0.03153,False
57213.289,3.584,0.08366,False
57213.33,3.536,0.1304,False
57216.278,3.625,0.1098,False
57217.316,3.713,0.1771,False
57220.265,3.551,0.1007,False
57221.276,3.527,0.1267,False
57223.317,3.483,0.1253,False
57223.364,3.525,0.08708,False
57417.384,4.29,0.04715,False
57417.475,4.263,0.06844,False
57420.556,4.368,0.1036,False
57420.631,4.084,0.1593,False
57428.45,4.356,0.1519,False
57433.529,3.907,0.07398,False
57433.602,3.99,0.1039,False
57435.404,4.22,0.1585,False
57435.455,4.247,0.06112,False
57451.456,4.176,0.1496,False
57451.476,4.395,0.05051,False
57459.549,4.687,0.1454,False
57463.401,4.236,0.1371,False
57467.399,4.22,0.08193,False
57467.457,4.167,0.03968,False
57479.548,4.217,0.1015,False
57479.599,4.19,0.2227,False
57480.472,4.218,0.0599,False
57480.602,4.089,0.1401,False
57490.225,4.177,0.1852,False
57492.342,4.108,0.1393,False
57492.46,4.267,0.2182,False
57492.546,4.604,0.1486,False
57494.48,4.158,0.04573,False
57508.411,4.334,0.108,False
57508.458,4.261,0.1881,False
57509.395,4.347,0.05835,False
57510.319,4.726,0.1467,False
57518.313,3.833,0.1319,False
57520.314,4.248,0.1252,False
57520.366,4.108,0.176,False
57522.161,4.364,0.08095,False
57523.4,3.954,0.2036,False
57535.303,4.386,0.06738,False
57542.362,4.637,0.1214,False
57543.436,4.592,0.1992,False
57543.453,4.329,0.1407,False
57547.396,4.358,0.09772,False
57550.163,4.601,0.273,False
57551.18,4.566,0.05741,False
57567.297,4.721,0.1201,False
57570.201,4.941,0.1687,False
57576.163,4.885,0.1882,False
57578.262,4.778,0.07053,False
57780.773,3.722,0.1165,False
57788.505,3.703,0.0373,False
57789.442,3.662,0.1289,False
57798.283,3.883,0.0959,False
57805.348,3.732,0.1411,False
57806.485,3.776,0.04119,False
57817.317,3.689,0.1396,False
57818.392,3.765,0.04687,False
57830.475,3.757,0.05712,False
57831.443,3.872,0.05136,False
57831.769,3.842,0.1563,False
57843.264,3.709,0.1365,False
57847.335,3.696,0.06364,False
57848.315,3.812,0.1088,False
57855.258,3.632,0.06905,False
57859.22,3.505,0.1307,False
57874.208,3.439,0.111,False
57892.294,3.204,0.106,False
57895.269,3.467,0.04051,False
57901.209,3.157,0.1084,False
57904.195,3.384,0.05772,False
57905.306,3.432,0.05626,False
57907.21,3.501,0.08616,False
57918.164,3.272,0.119,False
57920.325,3.438,0.05605,False
57921.306,3.464,0.1092,False
57933.421,3.041,0.08924,False
57960.221,3.095,0.04319,False
58127.033,3.215,0.1025,False
58146.422,3.212,0.1272,False
58174.079,3.02,0.08802,False
58198.389,2.607,0.2302,False
58201.269,3.278,0.1778,False
58202.352,2.995,0.1815,False
58203.387,3.201,0.1892,False
58204.383,3.14,0.1871,False
58205.389,3.323,0.2352,False
58206.321,3.152,0.1499,False
58207.349,3.694,0.2515,False
58210.421,4.115,0.3748,False
58211.37,4.623,0.3995,True
58216.243,3.777,0.4128,False
58216.413,3.094,0.09562,False
58217.357,3.024,0.1475,False
58218.353,3.099,0.1474,False
58219.34,3.375,0.1406,False
58222.325,3.233,0.1471,False
58223.321,2.904,0.2971,False
58223.353,3.061,0.2815,False
58224.358,3.652,0.2913,False
58226.325,2.965,0.1409,False
58227.288,3.446,0.4043,False
58227.335,3.023,0.2207,False
58227.386,3.184,0.5408,False
58229.308,2.724,0.1522,False
58229.371,2.964,0.2018,False
58230.265,2.978,0.3925,False
58230.276,2.942,0.09818,False
58230.37,2.921,0.1576,False
58231.332,3.247,0.183,False
58231.392,3.145,0.227,False
58232.267,2.982,0.1589,False
58232.345,2.661,0.5395,False
58232.363,2.808,0.3879,False
58233.268,3.189,0.06449,False
58233.303,3.063,0.2239,False
58234.279,3.257,0.08004,False
58236.262,3.448,0.1097,False
58242.272,3.042,0.146,False
58242.299,3.157,0.1829,False
58243.249,3.173,0.1648,False
58243.301,3.045,0.2022,False
58243.344,2.866,0.5359,False
58244.261,2.948,0.158,False
58244.32,3.104,0.2325,False
58246.251,3.317,0.2048,False
58246.32,3.19,0.1655,False
58247.161,3.772,0.5731,False
58247.265,3.184,0.2032,False
58247.325,3.141,0.1637,False
58248.285,3.387,0.185,False
58248.302,2.982,0.1442,False
58249.212,3.235,0.1904,False
58255.258,2.944,0.158,False
58255.284,3.165,0.2034,False
58256.266,3.168,0.2832,False
58257.273,3.08,0.1475,False
58258.24,3.194,0.1828,False
58258.285,2.994,0.1002,False
58258.3,3.094,0.1625,False
58261.202,5.219,0.7604,False
58262.305,3.657,0.4097,False
58263.333,2.929,0.5365,False
58266.302,2.774,0.2277,False
58267.244,2.784,0.5367,False
58269.234,3.425,0.2062,False
58269.287,4.002,0.3692,False
58270.328,3.278,0.2334,False
58271.173,3.294,0.4002,False
58272.245,3.089,0.1856,False
58272.256,2.685,0.2025,False
58273.262,2.789,0.1737,False
58273.327,2.687,0.385,False
58274.263,3.014,0.1824,False
58274.281,2.928,0.2306,False
58274.302,3.048,0.1301,False
58276.249,3.063,0.1617,False
58276.285,3.141,0.3967,False
58277.18,2.448,0.5487,False
58277.249,3.166,0.188,False
58277.259,2.895,0.2791,False
58278.246,3.122,0.1867,False
58278.267,2.879,0.2305,False
58279.248,3.303,0.1683,False
58279.265,2.843,0.2012,False
58280.244,3.0,0.1817,False
58280.272,3.096,0.2318,False
58282.179,4.03,0.5958,False
58282.225,3.115,0.396,False
58283.246,3.025,0.2316,False
58283.275,3.035,0.1833,False
58284.224,2.971,0.232,False
58284.246,2.996,0.1817,False
58286.208,3.151,0.5393,False
58286.248,2.897,0.2147,False
58286.306,2.943,0.2314,False
58288.25,2.898,0.1565,False
58288.255,3.098,0.2025,False
58289.206,3.046,0.08542,False
58289.239,2.946,0.2306,False
58289.246,3.053,0.1841,False
58290.183,2.906,0.5359,False
58291.262,2.984,0.2019,False
58292.226,3.113,0.3152,False
58292.259,3.473,0.2394,False
58293.183,3.103,0.3143,False
58293.268,2.965,0.231,False
58294.211,3.02,0.1828,False
58294.266,2.942,0.2308,False
58294.347,3.434,0.5512,False
58295.202,3.109,0.3148,False
58295.26,3.027,0.2316,False
58296.26,2.917,0.2793,False
58297.262,3.213,0.3984,False
58298.215,3.339,0.2358,False
58298.273,2.999,0.2815,False
58300.188,3.081,0.395,False
58300.2,2.964,0.3026,False
58303.207,2.858,0.2926,False
58306.18,3.193,0.3979,False
58306.226,2.924,0.2991,False
58312.202,2.817,0.3882,False
58313.226,2.723,0.3858,False
58313.321,2.662,0.2754,False
58316.237,3.234,0.3988,False
58319.235,3.298,0.2041,False
58320.216,2.997,0.5368,False
58321.199,3.796,0.3582,False
58321.238,3.074,0.2351,False
58334.161,2.452,0.3785,False
58334.183,2.832,0.2904,False
58336.163,2.206,0.5614,False
58337.175,2.719,0.2807,False
58337.199,2.595,0.3825,False
58344.166,2.599,0.2697,False
58344.182,2.8,0.3877,False
58347.203,2.908,0.2975,False
58351.149,2.827,0.3884,False
58352.175,3.582,0.2023,True
58352.224,2.673,0.3846,False
58362.144,2.841,0.3889,False
58363.138,2.731,0.537,False
58366.206,2.651,0.2744,False
58367.133,2.954,0.5368,False
58369.132,2.717,0.3856,False
58377.14,2.741,0.3862,False
58382.12,2.693,0.3852,False
58448.555,2.947,0.3916,False
58465.513,3.106,0.3957,False
58468.537,3.152,0.3969,False
58468.547,3.172,0.3196,False
58471.512,3.158,0.3184,False
58474.49,3.701,0.4107,False
58480.536,4.593,0.398,False
58480.55,3.001,0.3931,False
58481.512,3.108,0.3975,False
58482.536,3.898,0.2861,False
58486.515,3.342,0.4016,False
58486.551,3.355,0.332,False
58491.508,3.365,0.3326,False
58491.553,3.515,0.4061,False
58494.513,3.394,0.3346,False
58494.558,3.468,0.4048,False
58502.473,3.433,0.1147,False
58502.474,3.566,0.3452,False
58502.556,4.1,0.4213,False
58505.556,4.132,0.4221,False
58508.508,3.504,0.4058,False
58511.51,4.173,0.3778,False
58511.553,3.085,0.3951,False
58522.486,3.345,0.1986,False
58526.463,3.671,0.3514,False
58526.517,3.532,0.4065,False
58531.501,3.485,0.1322,False
58534.45,4.1,0.4213,False
58538.482,3.051,0.2816,False
58539.346,2.7,0.3853,False
58539.395,3.584,0.2477,False
58540.412,3.275,0.1523,False
58541.435,3.061,0.311,False
58541.504,3.192,0.2334,False
58543.488,3.141,0.3173,False
58547.347,3.032,0.2214,False
58547.45,2.955,0.5369,False
58547.484,3.282,0.2033,False
58556.425,3.285,0.2844,False
58556.473,3.272,0.1916,False
58557.417,3.275,0.2846,False
58557.445,3.082,0.3127,False
58558.313,4.056,0.2243,False
58558.417,3.47,0.2416,False
58559.285,3.229,0.3987,False
58560.309,2.866,0.5359,False
58560.383,3.388,0.2068,False
58560.572,3.516,0.1239,False
58561.384,4.095,0.3022,False
58567.371,3.345,0.2355,False
58567.417,3.175,0.2009,False
58568.238,3.3,0.1925,False
58568.305,3.627,0.4089,False
58572.351,3.339,0.1691,False
58572.431,3.321,0.2854,False
58573.336,3.171,0.1882,False
58573.362,2.714,0.23,False
58574.38,3.103,0.225,False
58574.435,2.88,0.3899,False
58575.33,3.122,0.1632,False
58575.381,3.308,0.2037,False
58580.36,3.028,0.1818,False
58580.384,3.229,0.1662,False
58581.316,3.266,0.2325,False
58582.31,3.283,0.2343,False
58582.343,3.191,0.189,False
58583.315,3.942,0.2476,False
58583.392,3.379,0.1953,False
58584.264,3.116,0.1862,False
58584.336,3.144,0.2328,False
58585.275,3.101,0.2247,False
58585.313,3.054,0.2813,False
58586.345,3.158,0.2033,False
58586.416,3.249,0.1909,False
58587.123,3.335,0.1023,False
58587.301,3.44,0.4041,False
58587.345,3.415,0.2391,False
58588.372,3.04,0.2809,False
58589.269,3.596,0.408,False
58589.41,3.941,0.366,False
58591.228,3.828,0.2569,False
58591.391,3.51,0.2377,False
58592.307,4.763,0.4707,False
58592.45,4.166,0.3774,False
58593.342,3.786,0.3012,False
58594.329,3.285,0.4,False
58596.224,3.311,0.1682,False
58596.298,3.031,0.2028,False
58596.385,2.878,0.536,False
58597.286,3.364,0.1946,False
58597.367,3.505,0.2369,False
58598.356,3.275,0.1387,False
58598.379,3.256,0.2332,False
58600.22,3.678,0.3518,False
58602.293,3.613,0.2947,False
58605.39,3.927,0.4168,False
58606.296,3.409,0.1853,False
58606.443,3.436,0.2398,False
58607.316,3.543,0.2377,False
58607.356,3.349,0.2362,False
58608.288,3.348,0.2348,False
58608.308,3.265,0.1914,False
58612.27,3.297,0.2342,False
58612.287,3.358,0.1695,False
58616.243,3.288,0.2845,False
58616.272,3.622,0.2042,False
58617.26,3.58,0.2024,False
58617.276,3.329,0.2351,False
58617.376,3.462,0.2059,False
58618.207,3.5,0.4171,False
58619.334,3.823,0.2953,False
58626.784,3.909,0.139,False
58627.366,3.791,0.4132,False
58627.429,4.175,0.6106,False
58628.217,3.827,0.2112,False
58628.295,3.656,0.4097,False
58632.267,3.473,0.405,False
58635.229,3.845,0.3608,False
58635.259,3.815,0.4138,False
58636.218,3.944,0.4171,False
58636.262,3.898,0.2139,False
58638.223,3.885,0.1865,False
58638.237,3.857,0.2123,False
58639.202,3.913,0.5847,False
58640.221,3.886,0.182,False
58640.254,3.992,0.2986,False
58641.208,3.969,0.3674,False
58641.288,3.89,0.4159,False
58643.186,3.737,0.1945,False
58643.217,3.744,0.5713,False
58644.2,4.078,0.373,False
58644.263,3.589,0.4078,False
58646.231,4.136,0.237,False
58646.27,3.716,0.3041,False
58647.264,3.917,0.2453,False
58647.345,3.739,0.3552,False
58648.179,4.21,0.3793,False
58648.242,4.159,0.4229,False
58648.294,3.918,0.5853,False
58649.198,3.873,0.3624,False
58649.254,4.147,0.3031,False
58650.217,4.646,0.2928,False
58650.252,4.135,0.251,False
58651.205,4.45,0.2356,False
58651.266,3.959,0.1961,False
58652.206,4.041,0.2655,False
58652.242,4.425,0.6417,False
58652.302,4.158,0.2504,False
58653.207,4.322,0.3091,False
58653.281,4.221,0.1995,False
58654.204,3.864,0.2436,False
58654.269,3.984,0.2172,False
58655.205,4.21,0.2514,False
58655.276,4.029,0.2139,False
58656.686,3.895,0.1287,False
58657.201,4.084,0.3733,False
58660.19,3.985,0.2632,False
58660.231,3.732,0.2405,False
58661.177,4.319,0.628,False
58663.201,3.819,0.414,False
58663.228,3.965,0.3671,False
58667.326,4.148,0.3764,False
58670.309,4.075,0.4206,False
58673.301,3.564,0.3451,False
58676.215,4.368,0.429,False
58676.297,4.632,0.3999,False
58679.22,3.682,0.4102,False
58679.283,4.208,0.3792,False
58682.176,4.234,0.3804,False
58682.243,4.049,0.4198,False
58685.195,3.999,0.369,False
58689.18,4.288,0.4268,False
58692.222,4.163,0.3773,False
58698.183,3.947,0.4172,False
58705.157,4.975,0.4481,False
58705.26,4.12,0.3751,False
58712.242,4.404,0.43,False
58715.159,4.403,0.3886,False
58718.161,4.284,0.3828,False
58723.145,4.154,0.4227,False
58723.159,4.626,0.3996,False
58726.142,4.532,0.4339,False
58726.153,4.868,0.4101,False
58734.13,5.228,0.4568,False
58734.176,5.213,0.4263,False
58737.18,6.246,0.4954,True
58749.121,4.05,0.4199,False
58749.137,3.475,0.3394,True
58761.104,5.397,0.4345,False
58805.534,5.419,0.4355,False
58828.557,4.237,0.3806,False
58831.558,4.337,0.3853,False
58859.494,5.091,0.452,False
58862.491,3.953,0.3666,False
58867.438,4.534,0.1669,False
58872.431,4.116,0.3749,False
58872.551,4.42,0.4305,False
58875.464,4.141,0.3761,False
58875.549,4.145,0.4225,False
58878.531,4.826,0.4083,False
58878.55,4.869,0.4445,False
58881.512,4.159,0.377,False
58881.559,4.18,0.4235,False
58884.448,4.466,0.3918,False
58884.548,3.933,0.4169,False
58887.471,4.266,0.382,False
58887.527,4.043,0.4197,False
58890.465,5.569,0.469,False
58893.493,4.242,0.3808,False
58893.535,4.27,0.4262,False
58895.415,4.407,0.151,False
58898.453,4.001,0.3692,False
58898.492,4.331,0.428,False
58899.486,4.246,0.4253,False
58899.53,4.289,0.3829,False
58900.471,4.372,0.429,False
58903.465,4.399,0.4299,False
58903.54,4.018,0.37,False
58904.453,4.136,0.3758,False
58904.517,4.157,0.4229,False
58906.462,4.613,0.4365,False
58906.537,4.614,0.399,False
58908.465,4.445,0.4312,False
58908.534,4.25,0.3812,False
58911.42,4.322,0.3845,False
58912.471,4.0,0.4186,False
58912.517,4.207,0.3792,False
58913.466,4.046,0.4198,False
58913.511,3.955,0.3667,False
58914.499,4.283,0.3827,False
58914.513,4.386,0.4295,False
58915.494,4.305,0.3837,False
58936.45,4.432,0.4309,False
58936.472,4.495,0.3933,False
58940.389,4.389,0.3879,False
58941.428,4.835,0.4437,False
58941.451,4.805,0.4074,False
58944.374,5.294,0.4591,False
58944.499,4.978,0.4152,False
58954.39,5.674,0.4476,False
58954.447,4.51,0.4332,False
58955.327,4.868,0.4101,False
58961.412,5.19,0.4556,False
58964.279,5.463,0.4649,False
58964.347,5.126,0.4222,False
58967.343,5.311,0.4597,False
58970.284,5.778,0.4524,False
58970.366,4.865,0.4443,False
58973.261,5.607,0.4446,False
58973.292,5.655,0.3538,False
58974.269,5.259,0.4578,False
58976.199,5.502,0.4399,False
58976.267,5.569,0.3516,False
58979.238,5.465,0.4379,False
58985.3,5.52,0.4408,False
58991.257,5.831,0.4791,False
58991.312,5.833,0.4548,False
58994.245,5.757,0.4515,False
58994.3,5.521,0.4671,False
58997.218,6.006,0.4633,False
58997.289,5.866,0.4805,False
59000.27,6.081,0.4668,False
59000.316,6.654,0.5125,False
59004.201,6.487,0.4872,False
59004.263,6.608,0.5105,False
59009.216,5.578,0.4694,False
59010.299,6.449,0.3125,False
59012.205,6.053,0.4654,False
59012.246,6.137,0.4913,False
59016.242,6.207,0.494,False
59019.221,5.835,0.4793,False
59019.262,6.114,0.4684,False
59022.228,6.148,0.4917,False
59025.207,6.337,0.4991,False
59025.225,6.917,0.5078,False
59028.227,7.114,0.5324,False
59029.196,6.662,0.2568,False
